screen_name,degree,betweenness,eigenvector,opinions,community_id
AccidentalSpy,1,0.0,4.2726558450008996e-20,AGAINST,1
FatboyjimJf,5,0.0,4.2726558450008996e-20,AGAINST,1
JuneMejune,1,0.0,4.2726558450008996e-20,AGAINST,1
stancumonica,1,0.0,4.2726558450008996e-20,AGAINST,1
jackamayorcas,1,0.0,4.2726558450008996e-20,AGAINST,1
sandrasparrow2,3,0.0,4.2726558450008996e-20,AGAINST,0
1keydonkey,3,0.0,2.990859091500628e-18,NONE,0
barley_oats,2,0.0,4.2726558450008996e-20,AGAINST,0
jimchrisbell,4,2.8076897737522867e-09,1.0254374028002163e-18,NOT_AGAINST,4
AntMcD7,1,0.0,4.2726558450008996e-20,AGAINST,1
mllebrightside6,1,0.0,4.2726558450008996e-20,AGAINST,1
ConmcjJulie,1,0.0,4.2726558450008996e-20,AGAINST,1
pillsharks,3,0.0,4.2726558450008996e-20,AGAINST,5
patcan3,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
manothoma,1,0.0,4.2726558450008996e-20,AGAINST,1
mobb_mum,1,0.0,4.2726558450008996e-20,AGAINST,1
Neera_jah,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
thebeardyboy71,1,0.0,4.2726558450008996e-20,AGAINST,1
Rubyred71471480,1,0.0,4.2726558450008996e-20,AGAINST,5
SW19Lawyers,6,0.0,4.2726558450008996e-20,NOT_AGAINST,1
woodgnomology,3,0.0,4.2726558450008996e-20,NOT_AGAINST,1
odeddy17,1,0.0,4.2726558450008996e-20,AGAINST,1
TheSimonSaxby,1,0.0,4.2726558450008996e-20,AGAINST,1
ChrissyTondina,1,0.0,4.2726558450008996e-20,AGAINST,1
tony_k508,1,0.0,4.2726558450008996e-20,AGAINST,1
susiek227,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
julia13_julia13,1,0.0,4.2726558450008996e-20,AGAINST,5
DylBryn,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
AbstractPatrick,1,0.0,4.2726558450008996e-20,AGAINST,1
3rOAm,1,0.0,4.2726558450008996e-20,AGAINST,5
melaniepowell20,6,0.0,4.2726558450008996e-20,AGAINST,5
RichardPopperw1,1,0.0,4.2726558450008996e-20,AGAINST,5
dorlandcaz,4,0.0,4.2726558450008996e-20,AGAINST,0
SueLukes,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
Paul_Gadsby,1,0.0,4.2726558450008996e-20,AGAINST,1
MsPottingShed,1,0.0,4.2726558450008996e-20,AGAINST,1
sharonpr1507,5,0.0,4.2726558450008996e-20,AGAINST,0
main_livres,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
orange44black,3,0.0,4.2726558450008996e-20,AGAINST,5
DannyUnite,3,0.0,4.2726558450008996e-20,NOT_AGAINST,1
kbchaffin53,1,0.0,4.2726558450008996e-20,AGAINST,1
harrietwior245,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
CianGaia,1,0.0,4.2726558450008996e-20,AGAINST,1
EnglishGuy30,1,0.0,4.2726558450008996e-20,AGAINST,1
Al_Maldives,2,0.0,4.2726558450008996e-20,NOT_AGAINST,4
MarinK3,1,0.0,4.2726558450008996e-20,AGAINST,1
EndlessTravell2,2,0.0,4.2726558450008996e-20,AGAINST,5
Gavin_White07,2,0.0,4.2726558450008996e-20,AGAINST,5
Marciahatheral1,1,0.0,4.2726558450008996e-20,AGAINST,5
HendonGooner,1,0.0,4.2726558450008996e-20,AGAINST,5
paisley_malcolm,1,0.0,4.2726558450008996e-20,AGAINST,5
Arnie_Boyle,22,0.0,4.2726558450008996e-20,AGAINST,0
LUSO64955037,1,0.0,4.2726558450008996e-20,AGAINST,5
websorcerers,1,0.0,4.2726558450008996e-20,AGAINST,5
MPSCamden,10,4.5975920045193696e-08,1.385036064680017e-05,AGAINST,1
Cole_Jim_1,5,3.369227728502744e-08,3.973569935850838e-18,NOT_AGAINST,10
hackneywick,23,4.8939202627241326e-06,3.559114155615628e-05,NOT_AGAINST,1
BelsizeVillage,4,0.0,4.2726558450008996e-20,AGAINST,1
911Amelia,11,2.976151160177424e-07,1.0254374028002163e-18,NOT_AGAINST,1
teejaybee3,5,5.6153795475045735e-09,2.990859091500628e-18,NOT_AGAINST,0
mysaymysay1,5,0.0,4.2726558450008996e-20,NOT_AGAINST,1
RailtonLTN,5,1.9185880120640625e-08,1.1010634112567319e-16,NOT_AGAINST,1
KentishTownie,1,0.0,1.0254374028002163e-18,NONE,1
clairekholland,2,0.0,2.0081482471504226e-18,NONE,1
iamjonhobson,1,0.0,4.2726558450008996e-20,NOT_AGAINST,888
rayandvi,1,0.0,1.0254374028002163e-18,NOT_AGAINST,888
melanieham20,2,0.0,4.2726558450008996e-20,NOT_AGAINST,6
hall_ed,1,0.0,4.2726558450008996e-20,NOT_AGAINST,1
Tammypaulson20,4,0.0,3.5841635002621307e-13,NOT_AGAINST,53
HiThere144,4,0.0,3.5841635002621307e-13,NOT_AGAINST,53
RobertGarcia,2,0.0,7.168326573258677e-13,NONE,53
GavinNewsom,3,0.0,7.16833640036712e-13,NONE,53
Andrewwhitton2,11,0.0,4.2726558450008996e-20,NOT_AGAINST,1
MPSIslington,9,7.721146877818789e-09,1.3850360646796367e-05,AGAINST,1
Doodle55201857,2,0.0,4.2726558450008996e-20,NOT_AGAINST,1
lesles68,14,2.314987013288323e-06,3.571859554588561e-11,AGAINST,0
Nemesis41067680,4,1.263460398188529e-08,6.123790082654776e-11,NOT_AGAINST,0
bedford_colleen,2,0.0,6.123789984383691e-11,NONE,0
MarcusRashford,2,0.0,6.123789984383691e-11,NONE,0
SWAM10056,14,2.101602590483149e-06,5.014256968625876e-11,NOT_AGAINST,0
HouchinSamantha,1,0.0,4.2726558450008996e-20,AGAINST,6
Jack4599Ds,1,0.0,4.2726558450008996e-20,AGAINST,6
oraclebooker,2,0.0,4.2726558450008996e-20,AGAINST,6
MarionMurray6,1,0.0,4.2726558450008996e-20,AGAINST,6
JRE6198,1,0.0,4.2726558450008996e-20,AGAINST,6
karenclarke52,1,0.0,4.2726558450008996e-20,AGAINST,6
balderson_susan,1,0.0,4.2726558450008996e-20,AGAINST,6
WineDineAnd999,1,0.0,4.2726558450008996e-20,AGAINST,6
billyrm84,1,0.0,4.2726558450008996e-20,AGAINST,6
gibb_liam,1,0.0,4.2726558450008996e-20,AGAINST,6
TonyRome51,1,0.0,4.2726558450008996e-20,AGAINST,6
annockh,2,0.0,4.2726558450008996e-20,AGAINST,6
GentlemanSJ75,2,0.0,4.2726558450008996e-20,NOT_AGAINST,13
PacifistPassive,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
jennygirl125,1,0.0,1.0254374028002163e-18,NONE,0
mikesjoyce_mike,1,0.0,4.2726558450008996e-20,AGAINST,6
TheCeefax,1,0.0,4.2726558450008996e-20,AGAINST,6
BridMcTigger,1,0.0,4.2726558450008996e-20,AGAINST,6
vhinton1959,1,0.0,4.2726558450008996e-20,AGAINST,6
FaircloughKeith,1,0.0,4.2726558450008996e-20,AGAINST,0
Louimarino,1,0.0,4.2726558450008996e-20,AGAINST,6
darknessofmice,6,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Chappers2013,1,0.0,4.2726558450008996e-20,AGAINST,6
UKCopHumour,1,0.0,4.2726558450008996e-20,AGAINST,6
calumdaylewis,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
HowTheWestWS,8,0.0,4.2726558450008996e-20,NOT_AGAINST,125
LACity,1,0.0,1.0254374028002163e-18,NONE,125
GRYD_Foundation,1,0.0,1.0254374028002163e-18,NONE,125
MayorOfLA,1,0.0,1.0254374028002163e-18,NONE,125
BillingReeves,2,0.0,4.2726558450008996e-20,NOT_AGAINST,147
bbcmerseyside,7,0.0,2.150497886524486e-12,NOT_AGAINST,147
Jemradio1,7,0.0,2.150497886524486e-12,NOT_AGAINST,147
PC3039,2,0.0,4.2726558450008996e-20,NOT_AGAINST,147
JadeBurns_,2,0.0,4.2726558450008996e-20,NOT_AGAINST,147
InspWelch,2,0.0,4.2726558450008996e-20,NOT_AGAINST,147
chamiltonbbc,2,0.0,4.2726558450008996e-20,NOT_AGAINST,147
OpinionsAboutE1,2,0.0,4.2726558450008996e-20,NOT_AGAINST,517
HouseGOP,1,0.0,1.0254374028002163e-18,NONE,517
AOC,1,0.0,1.0254374028002163e-18,NONE,517
cdw021066,3,0.0,4.2726558450008996e-20,NOT_AGAINST,320
CFPetrella,1,0.0,1.0254374028002163e-18,NONE,320
NoKidsInPrison,1,0.0,1.0254374028002163e-18,NONE,320
maine_youth,1,0.0,1.0254374028002163e-18,NONE,320
Obi1_Shinobi,5,1.0107683185508232e-07,9.353259172458177e-07,NOT_AGAINST,8
WeaselFidget,1,0.0,3.292780833773402e-07,NONE,8
DJ_Barc,1,0.0,3.292780833773402e-07,NONE,8
dukakiscenter,1,0.0,4.2726558450008996e-20,NONE,65
SasserModestino,7,7.019224434380717e-09,1.2544572250917465e-12,NONE,65
MoCap786,4,2.8076897737522867e-09,1.0254374028002163e-18,NOT_AGAINST,184
ConflictHub,1,0.0,1.1835256690652496e-17,NONE,184
jasongargiulo,1,0.0,1.1835256690652496e-17,NONE,184
TimJeff64719042,2,0.0,1.2817967535002703e-17,NONE,184
NU_PolicySchool,1,0.0,4.2726558450008996e-20,NONE,65
BilgeErten,1,0.0,4.2726558450008996e-20,NONE,65
OgTriple_Threat,1,0.0,4.2726558450008996e-20,NOT_AGAINST,321
FOX16News,3,0.0,2.990859091500628e-18,NOT_AGAINST,321
BlaxkMc3,1,0.0,4.2726558450008996e-20,NOT_AGAINST,321
Andres19750446,1,0.0,4.2726558450008996e-20,NOT_AGAINST,321
MarcALevin,3,0.0,4.2726558450008996e-20,NOT_AGAINST,65
jenniferdoleac,2,0.0,1.254457011458954e-12,NONE,65
jmb112485,1,0.0,4.2726558450008996e-20,NONE,65
androidmunk,3,0.0,4.2726558450008996e-20,AGAINST,322
agentsmart,1,0.0,1.0254374028002163e-18,NONE,322
sallyrugg,1,0.0,1.0254374028002163e-18,NONE,322
bbox,1,0.0,1.0254374028002163e-18,NONE,322
CMPetrilla,3,0.0,4.2726558450008996e-20,NOT_AGAINST,136
UChiUrbanLabs,4,0.0,2.150495921102798e-12,NONE,136
YAPInc,7,5.6153795475045735e-09,1.0752489646255225e-12,NOT_AGAINST,136
ChildrenHomeAid,5,0.0,1.0752489646255225e-12,NOT_AGAINST,136
evybby13,5,0.0,4.2726558450008996e-20,NOT_AGAINST,1
TerryKi27025495,1,0.0,1.0254374028002163e-18,NONE,1
sublimner,1,0.0,1.0254374028002163e-18,NONE,1
EdwinDroom,1,0.0,1.0254374028002163e-18,NONE,1
emmacam08133060,4,4.7730726153788875e-08,1.0254374028002163e-18,NOT_AGAINST,1
TIME,30,0.0,3.864502545680286e-05,NOT_AGAINST,1
CityCopJames,1,0.0,4.2726558450008996e-20,NOT_AGAINST,889
GordonAChaffin,1,0.0,1.0254374028002163e-18,NONE,889
jefffleischer1,5,0.0,4.2726558450008996e-20,NOT_AGAINST,136
BenAriOnline,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
7NewsMelbourne,22,0.0,2.1662365134154613e-17,NOT_AGAINST,15
MacForest2,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
LordHiver,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
NormanLater,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
ozcrimenews,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
notocr,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
rday_day,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
linda_rango,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
Rump45Ter,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
BuggaThe,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
Adem_Flok,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
Murphybear64,2,0.0,4.2726558450008996e-20,NOT_AGAINST,15
Jonatho43827873,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
MelodyMac51,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
news10nbc,2,0.0,4.2726558450008996e-20,NOT_AGAINST,518
LtGovHochulNY,2,0.0,1.2817967535002703e-17,NONE,518
whec_eputnam,2,0.0,1.0254374028002163e-18,NOT_AGAINST,518
Silvablue21,1,0.0,4.2726558450008996e-20,AGAINST,890
BillCheetham,1,0.0,1.0254374028002163e-18,NONE,890
willensfrei,1,0.0,4.2726558450008996e-20,NOT_AGAINST,15
NotBobbyMcBro,1,0.0,4.2726558450008996e-20,AGAINST,891
CLG7179,1,0.0,1.0254374028002163e-18,NONE,891
katerina5k,1,0.0,4.2726558450008996e-20,NOT_AGAINST,892
corpse_rush,1,0.0,1.0254374028002163e-18,NONE,892
RobertP90712393,3,0.0,1.0254374028002163e-18,AGAINST,0
CerebralThunk,2,0.0,1.2817967535002703e-17,NONE,0
KMJNOW,2,0.0,4.2726558450008996e-20,AGAINST,519
MayorJerryDyer,2,0.0,1.2817967535002703e-17,NONE,519
BalderramaPaco,2,0.0,1.0254374028002163e-18,AGAINST,519
surgeonearth,1,0.0,4.2726558450008996e-20,NOT_AGAINST,893
AllenLEllison,1,0.0,1.0254374028002163e-18,NONE,893
010her0,1,0.0,4.2726558450008996e-20,NONE,323
LSReform,3,0.0,2.990859091500628e-18,NONE,323
Lyn_Wuethrich,1,0.0,4.2726558450008996e-20,NOT_AGAINST,894
wrtv,1,0.0,1.0254374028002163e-18,NOT_AGAINST,894
Michael_AOUON,1,0.0,4.2726558450008996e-20,NOT_AGAINST,14
PeterMoskos,2,0.0,2.0081482471504226e-18,NONE,14
DrMix_NOLAPsyc,1,0.0,4.2726558450008996e-20,NONE,323
MorganLamandre,1,0.0,4.2726558450008996e-20,NONE,323
ladenheim_mark,3,0.0,4.2726558450008996e-20,AGAINST,324
mzleogirl,1,0.0,1.0254374028002163e-18,NONE,324
nypost,1,0.0,1.0254374028002163e-18,NONE,324
SelleckBlack,1,0.0,1.0254374028002163e-18,NONE,324
MickOBrien58MT,3,0.0,4.2726558450008996e-20,AGAINST,0
ByrneBarry,68,1.0195102055025378e-05,4.2008775917165895e-05,AGAINST,0
Angiempollard,4,0.0,4.2726558450008996e-20,AGAINST,0
Kofi_Styles,3,0.0,1.0752489646255225e-12,NONE,8
DavidScullion,2,0.0,3.443760611070725e-17,AGAINST,290
oflyn,2,0.0,3.443760611070725e-17,NONE,290
barbaracantalk,10,0.0,4.2726558450008996e-20,AGAINST,0
barrybunyip,9,0.0,4.2726558450008996e-20,NOT_AGAINST,0
reg_rover,13,5.882110076011041e-07,5.376244823127612e-13,NOT_AGAINST,0
HelenAAnderso13,1,0.0,4.2726558450008996e-20,NOT_AGAINST,5
bridget93382510,4,0.0,4.2726558450008996e-20,AGAINST,0
TheCriticMag,6,8.42306932125686e-09,2.990859091500628e-18,NOT_AGAINST,290
yogagirl2021,15,0.0,4.2726558450008996e-20,AGAINST,0
confidencenac,40,0.0,5.849410008176282e-06,NOT_AGAINST,0
navyfire111261,9,0.0,4.2726558450008996e-20,AGAINST,0
LarryWinning,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Suse_Susie,4,0.0,1.550570918878925e-05,NONE,0
itvcorrie,4,0.0,1.4783389223703122e-17,NONE,8
pottyman2,3,0.0,1.0254374028002163e-18,NOT_AGAINST,0
mariamartak,12,3.613964687114818e-06,3.55911415561553e-05,NOT_AGAINST,1
roadcc,9,0.0,9.922164941738308e-06,AGAINST,24
ldnparks,2,1.4038448868761434e-09,1.0254374028002163e-18,AGAINST,24
TheBorisClub,5,0.0,4.2726558450008996e-20,AGAINST,0
MurrayR74522030,8,1.4038448868761434e-08,4.956280780201044e-18,NOT_AGAINST,7
LordCLQTR,2,8.42306932125686e-09,5.5074533842061606e-17,AGAINST,7
ScotTories,9,0.0,1.4941477489968147e-16,NONE,7
urquhart_mark,1,0.0,4.2726558450008996e-20,AGAINST,1
researchsuperp1,1,0.0,4.2726558450008996e-20,AGAINST,0
MartinTwigs68,4,2.905958915833617e-07,1.0254374028002163e-18,AGAINST,0
GartsideJackie,4,0.0,4.2726558450008996e-20,AGAINST,2
closepasshunter,6,0.0,4.2726558450008996e-20,NOT_AGAINST,1
willnorman,21,0.0,0.00017802329616170543,NONE,1
StuInNorway,6,0.0,1.0254374028002163e-18,NOT_AGAINST,1
taxi_leaks,73,7.187774006776331e-05,6.905142179579448e-06,NOT_AGAINST,1
LiamFlavz,1,0.0,4.2726558450008996e-20,AGAINST,1
GarySuter5,11,6.030447735939723e-05,2.4191165576552775e-06,NOT_AGAINST,0
Anthony23Bryant,31,4.75627622409685e-05,2.356287808002909e-05,NOT_AGAINST,1
MetCycleCops,1,0.0,1.8923498519086916e-06,NONE,1
Terry_Patt,3,1.8179791285046057e-07,2.4191165576552775e-06,NOT_AGAINST,1
blackcab66,9,0.0,1.8923498519086916e-06,NONE,1
IrinaMaslenni17,1,0.0,4.2726558450008996e-20,AGAINST,895
GlobalMapAid,1,0.0,1.0254374028002163e-18,AGAINST,895
BellaTa82059789,1,0.0,4.4264714554209333e-17,NONE,8
ScouseChrisYNWA,1,0.0,4.4264714554209333e-17,NONE,8
improved_ends,1,0.0,4.2726558450008996e-20,NOT_AGAINST,834
bat020,2,0.0,2.0081482471504226e-18,NOT_AGAINST,834
barbaramaryleva,9,0.0,4.2726558450008996e-20,AGAINST,0
dawndavis54,2,0.0,4.2726558450008996e-20,AGAINST,0
GetsBuckets_,1,0.0,4.2726558450008996e-20,AGAINST,5
Patrici56306746,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
nub1a9,1,0.0,4.2726558450008996e-20,AGAINST,5
ryanod1,1,0.0,4.2726558450008996e-20,AGAINST,4
SaferLondon1,3,0.0,4.2726558450008996e-20,NOT_AGAINST,6
NormanR95218467,2,0.0,4.2726558450008996e-20,NOT_AGAINST,2
FlippaDipp,5,0.0,4.2726558450008996e-20,AGAINST,8
Phezzy8,1,0.0,1.0254374028002163e-18,NONE,8
oluwabenny7,1,0.0,1.0254374028002163e-18,NONE,8
LAshworth91,1,0.0,1.0254374028002163e-18,NONE,8
ddjw123,1,0.0,1.0254374028002163e-18,NONE,8
charles61003013,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
_U_M_A_R_,3,0.0,4.2726558450008996e-20,NOT_AGAINST,325
Rashomonsan,1,0.0,1.0254374028002163e-18,NONE,325
connectingd3,1,0.0,1.0254374028002163e-18,NONE,325
tayob,1,0.0,1.0254374028002163e-18,NONE,325
ZoeStroud1,11,0.0,4.2726558450008996e-20,NOT_AGAINST,0
davedav29426621,11,2.9480742624399013e-07,1.0254374028002163e-18,AGAINST,0
Paolo67289281,6,0.0,4.2726558450008996e-20,AGAINST,16
mikecokere,1,0.0,4.2726558450008996e-20,AGAINST,0
TruthAboutAsons,5,2.9480742624399013e-07,1.0254374028002163e-18,AGAINST,0
Hyattrichard1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
PatBatemanLive,5,0.0,4.2726558450008996e-20,NOT_AGAINST,4
AaronBastani,20,0.0,6.770214368007906e-05,NONE,1
OwenJones84,6,0.0,3.5591141556257505e-05,NONE,4
ProperDemocrat,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Betty06417439,4,0.0,4.2726558450008996e-20,AGAINST,0
dazthevillan,1,0.0,4.2726558450008996e-20,AGAINST,3
rakibehsan,9,0.0,3.292780834068215e-07,NONE,3
JTibballs,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
LondonCycle3,12,0.0,4.2726558450008996e-20,AGAINST,1
ElllieS,3,0.0,4.2726558450008996e-20,NOT_AGAINST,1
Ldn_Ambulance,1,0.0,1.0254374028002163e-18,NONE,1
MPSFirearms,2,4.21153466062843e-09,1.0254374028002163e-18,AGAINST,1
EastEndEnquirer,3,0.0,1.380067837935291e-17,NONE,1
Rkbobde14,1,0.0,4.2726558450008996e-20,AGAINST,9
johnisitme,3,0.0,4.2726558450008996e-20,AGAINST,0
DianewasHR,3,0.0,4.2726558450008996e-20,AGAINST,0
Wonkothesane15,1,0.0,4.2726558450008996e-20,AGAINST,30
oflynnsocial,7,3.509612217190358e-08,1.4336653146517373e-12,NOT_AGAINST,30
JulieTunks,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Fan_DuTour,1,0.0,4.2726558450008996e-20,AGAINST,24
biscaynedreams,2,0.0,4.2726558450008996e-20,AGAINST,0
LeeRaldar,30,2.838914013734811e-05,0.00016155567855512324,NOT_AGAINST,0
AyseOliver,3,0.0,4.2726558450008996e-20,AGAINST,6
willlondon87,6,2.526920796377058e-08,1.0035591702748047e-11,AGAINST,16
MacLiv,3,0.0,9.318354382187102e-12,AGAINST,16
stevew78,6,0.0,4.2726558450008996e-20,AGAINST,0
julia96086909,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
weare_spotlight,1,0.0,4.2726558450008996e-20,NOT_AGAINST,232
DaisylovePoppy,3,0.0,4.2726558450008996e-20,AGAINST,0
Films_ForAll,1,0.0,4.2726558450008996e-20,AGAINST,6
telday1,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
JohnnyR54305208,3,0.0,4.2726558450008996e-20,AGAINST,0
LisaKn0wsA11,10,0.0,4.2726558450008996e-20,NOT_AGAINST,0
DivineBiba,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
TheRealSitts,11,1.7276651074489069e-06,1.307153382909107e-05,NOT_AGAINST,1
stevebr98325879,18,1.2157129595956104e-06,3.0506762733306444e-17,NOT_AGAINST,0
afl2277,3,0.0,4.2726558450008996e-20,NOT_AGAINST,0
HomeTruths111,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
JSDH_S,6,3.903858656254743e-06,7.216499470368895e-06,NOT_AGAINST,0
Hoddy67,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
AnneGR85,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
NOT_leftwaffe,8,2.9621127113086625e-07,1.0254374028002163e-18,NOT_AGAINST,0
thenotabotbrit1,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Rabberoonies,7,0.0,4.2726558450008996e-20,NOT_AGAINST,0
personalcellar,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
richardduffin1,1,0.0,4.2726558450008996e-20,AGAINST,1
CyclingLawLDN,2,0.0,4.2726558450008996e-20,AGAINST,1
cabgirle,2,0.0,1.3096729665097918e-06,NONE,1
markboylin,3,0.0,4.2726558450008996e-20,NOT_AGAINST,2
KickOffAt3,2,0.0,4.2726558450008996e-20,NONE,6
docuterror,6,0.0,4.2726558450008996e-20,AGAINST,0
la_greeno,2,0.0,4.2726558450008996e-20,NONE,6
william50299301,2,0.0,4.2726558450008996e-20,AGAINST,3
RupertChandler,3,0.0,4.2726558450008996e-20,NOT_AGAINST,16
HigginsGlennis,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Squeezy64,1,0.0,4.2726558450008996e-20,AGAINST,16
Hasbarat,2,0.0,4.2726558450008996e-20,AGAINST,0
huggies7th,11,5.989738184004879e-07,1.576610006805334e-17,AGAINST,0
SecurityWatchk,1,0.0,4.2726558450008996e-20,AGAINST,520
FightExtremism,2,0.0,2.0081482471504226e-18,AGAINST,520
TimMadigan9,7,6.773551579177391e-08,1.4341300941545545e-12,AGAINST,16
Dindunuffyn,2,0.0,4.2726558450008996e-20,AGAINST,0
bojum12,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
YoungsBrendan,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
lgergees,5,0.0,4.2726558450008996e-20,NOT_AGAINST,0
NeilH1968,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
NatReformer,2,0.0,4.2726558450008996e-20,AGAINST,3
DJJonatron,4,0.0,4.2726558450008996e-20,NOT_AGAINST,3
donsie237,13,0.0,4.2726558450008996e-20,AGAINST,0
Jeffkopite,2,0.0,4.2726558450008996e-20,NOT_AGAINST,3
mark10492233,3,5.6153795475045735e-09,2.0081482471504226e-18,AGAINST,3
mazzaeds,5,0.0,4.2726558450008996e-20,AGAINST,16
reacheverygen,1,0.0,4.2726558450008996e-20,AGAINST,6
186tony,3,0.0,4.2726558450008996e-20,NOT_AGAINST,0
BobsBiscuits1,1,0.0,4.2726558450008996e-20,AGAINST,16
Dr_MatthewSwann,5,0.0,4.2726558450008996e-20,AGAINST,5
LewisHamilton,1,0.0,1.0254374028002163e-18,NONE,5
CoffeeAfrique,3,6.317301990942645e-09,1.0254374028002163e-18,NOT_AGAINST,6
LalSkinner1,3,0.0,4.2726558450008996e-20,NOT_AGAINST,0
PeterBa82304711,9,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Tim267626,1,0.0,4.2726558450008996e-20,AGAINST,9
JoLewisHolmes,5,0.0,4.2726558450008996e-20,NOT_AGAINST,1
MPSSpecials,7,1.4038448868761434e-09,3.6714399986799414e-11,AGAINST,1
Alhammer75,1,0.0,1.0254374028002163e-18,NONE,1
tony_govern,2,0.0,3.5940543063135053e-10,NONE,1
_Perseides_,1,0.0,4.2726558450008996e-20,AGAINST,520
SpenderSimon,1,0.0,4.2726558450008996e-20,AGAINST,16
pauls4016,7,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Has2weaver,1,0.0,4.2726558450008996e-20,AGAINST,896
TDieppe,1,0.0,1.0254374028002163e-18,NONE,896
m1lee,2,0.0,4.2726558450008996e-20,AGAINST,4
1969Human,8,0.0,4.2726558450008996e-20,NOT_AGAINST,31
boro_alex2,3,0.0,4.2726558450008996e-20,NOT_AGAINST,326
leo_burla,1,0.0,1.0254374028002163e-18,NONE,326
CairneyhelpyouV,1,0.0,1.0254374028002163e-18,NONE,326
Boropolis,1,0.0,1.0254374028002163e-18,NONE,326
warningshout,3,1.0317090047800592e-06,8.212408948908766e-12,NOT_AGAINST,0
Tinkerbellsmit2,4,0.0,4.2726558450008996e-20,AGAINST,1
DaveyBoi73,4,0.0,4.2726558450008996e-20,NOT_AGAINST,5
apexworldnews,7,0.0,6.92170246890145e-18,AGAINST,0
SurendraVijen,1,0.0,4.2726558450008996e-20,AGAINST,9
DannyScott100,3,0.0,4.2726558450008996e-20,AGAINST,0
Richardab10,4,0.0,4.2726558450008996e-20,AGAINST,0
ClennellMick,7,0.0,4.2726558450008996e-20,NOT_AGAINST,8
GreatUK77,9,5.238681169526142e-07,8.848670254996867e-17,NOT_AGAINST,0
IamSamAbraham,1,0.0,4.2726558450008996e-20,AGAINST,9
_TheEnquirer,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Colemans1,13,0.0,4.2726558450008996e-20,NOT_AGAINST,0
SeanSeanbryson,14,0.0,4.2726558450008996e-20,NOT_AGAINST,0
xena1967,4,0.0,4.2726558450008996e-20,NOT_AGAINST,0
JackiKillick,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
BenReyn45805359,2,0.0,4.2726558450008996e-20,NOT_AGAINST,247
ThanetCouncil,1,0.0,1.0254374028002163e-18,NONE,247
LynPritchard2,2,0.0,4.2726558450008996e-20,NOT_AGAINST,0
cockney_yid,1,0.0,4.2726558450008996e-20,AGAINST,897
BCoys2,1,0.0,1.0254374028002163e-18,NONE,897
RupertScott21,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
Spiteful38,7,0.0,4.2726558450008996e-20,NOT_AGAINST,0
RF22014,1,0.0,4.2726558450008996e-20,NOT_AGAINST,0
ohhhhthatsnice,3,0.0,4.2726558450008996e-20,NOT_AGAINST,1
nadhimzahawi,2,0.0,2.0081482471504226e-18,NONE,1
honorfel321,3,0.0,4.2726558450008996e-20,NOT_AGAINST,0
